,Day1,Day2,Day3,Day4,Day5
0,20.109619661832696,0.0,0.0,0.0,0.0
1,0.8146814790908943,1.0151329462889211,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,1.1512828310477354
3,0.0,0.0,0.0,0.0,1.4908264125067328
4,0.0,0.0,1.4599161453695384,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.6570431541348105,1.0211874600138953,0.0,0.0,2.5695915716500553
8,0.0,0.0,0.0,4.123585358059049,0.0
9,0.0,0.0,4.1588597300806915,1.3590442403745266,0.0
10,0.0,4.225230653176532,0.0,0.0,0.0
11,4.640219783482735,1.0423607879479333,0.0,0.0,2.2382321504852603
12,0.6107136176226483,0.0,1.1966599030005287,0.0,0.0
13,0.8663338774255185,0.0,0.0,0.0,0.0
14,0.798982423244212,0.0,0.0,0.0,0.0
15,0.9573746944668227,0.0,0.0,0.0,0.0
16,0.0,0.0,1.5259261194848814,0.0,0.0
17,0.8923953408673757,0.0,0.0,0.0,1.7029004339747085
18,0.845887741136285,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,1.1700024909220215,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.8770778470942313,0.0,1.4266636040501222,0.0,0.0
22,0.5718351636336679,0.0,0.0,1.1619654913053545,0.0
23,0.5446122710929721,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,1.0678332225952212,1.4360889127991778,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,24.51197042817775
30,0.0,1.0563636470430169,0.0,12.364608482480067,19.13318480867693
31,0.0,0.0,22.44087463347934,9.034720381784908,0.0
32,0.0,19.753523131575427,7.855235280219094,0.0,0.0
33,20.909116680713794,9.370751923596439,0.0,0.0,0.0
34,12.548309939048417,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,5.869428200535818
36,0.6848018574590056,0.0,0.0,8.301832231573721,4.3813092614704985
37,0.0,1.0708650821691252,6.147348043240304,4.327955044596079,2.398964024277924
38,0.0,6.982496592614174,2.6368255173318667,4.889990878092165,0.0
39,7.720896287133052,2.8023439812920947,1.373042777248751,1.569073863112688,0.0
40,3.4841502430361637,0.22604739766913512,0.0,0.0,14.817549498176897
41,0.2,0.0,0.0,15.345984476015738,2.622274573404808
42,0.0,0.0,9.723408162621062,0.0,0.0
43,0.0,14.146418489889772,0.0,0.0,0.0
44,16.253136252916324,0.0,0.0,0.0,0.0
45,0.7437809181732844,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,1.3739495532940573
47,0.8972362323611494,1.034477665172274,0.0,8.92483011073693,1.2661197822819714
48,0.0,1.0658592785405123,7.50504044366677,3.288929978456123,0.0
49,0.0,5.944047249313861,7.01072131990935,0.0,0.0
50,7.06610212766344,4.562524461510276,1.401573094759062,0.0,0.0
51,6.139983950354395,0.0,0.0,0.0,0.0
52,0.8995905901274255,0.0,0.0,0.0,3.7736551695055773
53,0.0,0.0,0.0,3.8652622192495665,6.98541264932704
54,0.0,0.0,4.529090808817837,6.318701740379721,0.0
55,0.0,4.00767796605472,6.747370360430506,1.3745836576046049,0.0
56,4.563847981954774,5.874424486391756,1.6005649354947242,0.0,0.0
57,5.490336824036178,1.0095805210892879,0.0,0.0,0.0
58,0.0,0.0,1.4708766032163492,0.0,0.1972955150914224
59,0.615018967533144,0.0,0.0,8.647724001688903,1.443674682801357
60,0.0,0.0,10.481117012448992,7.167803432551315,56.20590339520049
61,0.0,19.106706359777604,3.6675503306697594,41.73608230792672,23.11923034628244
62,16.658100912078364,3.365412493117531,47.146299724338334,12.704249179201982,2.077058001069367
63,2.218350387046854,68.00520107640602,19.13067415837017,2.201211719960843,0.0
64,62.658966158691236,16.508752300747936,2.1515378307533823,0.0,0.0
65,25.62875440495623,2.3376464221657636,0.0,0.0,1.442469186648377
66,0.8084441943104477,0.0,0.0,0.0,0.0
67,0.5500146075857825,1.0628879884397964,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.0,1.0497899408364841,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0
71,0.671384989222427,0.0,0.0,0.0,0.0
72,0.6325868261845252,1.0525823285667502,0.0,1.413710389485963,0.9779637612416022
73,0.0,1.0145864576193808,0.0,2.371403272559012,0.0
74,0.7529151289650126,1.0567217022891215,1.5184127121381572,0.0,0.0
75,0.0,2.1181234890177785,0.0,0.0,0.0
76,0.017528883071931706,0.0,0.0,1.4305346180504697,1.0648138648467083
77,0.0,0.0,0.0,0.0,2.4644344100455866
78,0.0,0.0,0.0,0.0,0.0
79,0.5685880719831501,1.0630325803263723,0.0,1.075683527353451,0.0
80,0.0,0.0,0.0,0.0,0.0
81,0.0,1.0565115819246111,0.0,1.114964296424716,2.3897365241520196
82,0.0,0.0,1.3339819858778759,4.624800288302815,3.1380985928928418
83,0.0,0.0,4.983575071341188,6.924661847613215,0.0
84,0.7639970811693227,3.521447948317001,11.837858283066586,0.0,2.2336431579510663
85,3.2285416099537967,10.84912732665303,0.0,0.0,1.097319289592471
86,11.090315147766155,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0
88,0.0,1.0008888200951864,0.0,0.0,0.0
89,0.6136960326072667,0.0,0.0,0.0,5.896718633343045
90,0.0,0.0,0.0,0.1,2.961986280858287
91,0.0,1.05989655014197,3.5052420837525706,1.2117856131772569,35.36681376880298
92,0.0,0.1,1.0332505096357172,7.903774728001643,4.6578650037636935
93,0.5988543281935769,3.147784447116417,21.466679227745594,1.914035812101611,4.493051552781372
94,1.630671260579252,24.759532642239883,0.45754829382561374,4.396443347515607,7.225535901488852
95,25.756197592722067,1.5858023973769044,0.1694365794948669,2.1288859251387366,4.28309386372154
96,0.2,1.1751868624129989,1.9310058567378767,2.587438904759501,0.0
97,0.4788576628458613,3.5518471596122043,3.309203706975787,1.1576933286277886,0.0
98,2.2790244200016785,0.8112981181180325,0.0,2.1223155972582037,0.0
99,0.5610939192840951,0.0,0.0,0.0,0.0
100,0.9328699843907302,0.0,0.0,1.5297115307227909,0.0
101,0.0,0.0,1.0978038559523613,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0
103,0.0,1.0113981303891821,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,6.059895943646888
105,0.0,1.0305939486947988,1.2300342212117257,4.878188348478575,0.8322388443530475
106,0.592961262049183,0.0,0.3,1.835494711068491,0.0
107,0.808277188310143,0.3,2.9701944078050824,0.0,0.0
108,1.0982897260479785,1.5878212640775624,0.0,0.0,13.412272690819602
109,0.7496095483982534,0.0,0.0,7.719877818877516,0.0
110,0.9253996554579234,0.0,9.807680931618508,2.075452239774587,0.0
111,0.0,9.562794993728001,0.0,0.0,1.9502441708044957
112,13.732698283184035,0.0,0.0,5.8346772903160655,0.0
113,0.6773950523864034,0.0,1.4213920788840186,0.0,3.1196129375553943
114,0.0,0.7410912256773814,0.0,0.2803772596604248,0.0
115,1.83788947999228,0.0,4.357025892804112,0.0,0.0
116,0.0,1.6921653507998935,0.0,0.0,0.0
117,1.604670326495351,1.0081281717839738,0.0,0.0,0.0
118,0.0,1.0376443419016117,0.0,0.0,3.4947986877224677
119,0.0,1.06437306683,0.0,5.975552292617238,1.3608314618935555
120,0.684866476231216,0.0,1.5611454439895398,2.743942624710796,0.40628494346277993
121,0.0,2.4801171130998876,1.4337937303810802,3.3376388350492965,2.020256447588944
122,0.8317541290294408,1.9114385857179248,0.7789333386028785,0.0,7.089323073751685
123,0.4,0.32392793675354364,0.0,0.5,0.0
124,0.3,0.0,4.300583424916472,0.0,0.0
125,0.0,2.4788180472982555,0.0,0.0,7.428223469286231
